x_times_g,y_times_g,z_times_g,g_measured,TimeInterval,Date
0.022232,-0.397964,-0.938156,1.019317,232327.075786,2001-01-03 14:32:07.076 -0200
0.026886,-0.397446,-0.957962,1.037486,232327.044278,2001-01-03 14:32:07.044 -0200
0.022644,-0.396988,-0.939926,1.020575,232327.014731,2001-01-03 14:32:07.015 -0200
0.020401,-0.386627,-0.948029,1.024039,232326.985146,2001-01-03 14:32:06.985 -0200
0.023773,-0.396103,-0.960526,1.039265,232326.955651,2001-01-03 14:32:06.956 -0200
0.019684,-0.400574,-0.941757,1.023598,232326.926116,2001-01-03 14:32:06.926 -0200
0.021896,-0.399323,-0.955505,1.035823,232326.896571,2001-01-03 14:32:06.897 -0200
0.024429,-0.403168,-0.943161,1.026009,232326.867028,2001-01-03 14:32:06.867 -0200
0.022903,-0.409042,-0.948120,1.032847,232326.837488,2001-01-03 14:32:06.837 -0200
0.021194,-0.410767,-0.941742,1.027646,232326.807952,2001-01-03 14:32:06.808 -0200
0.017731,-0.395493,-0.943283,1.022992,232326.776467,2001-01-03 14:32:06.776 -0200
0.040817,-0.409348,-0.955383,1.040187,232326.746907,2001-01-03 14:32:06.747 -0200
0.009567,-0.402130,-0.948563,1.030326,232326.715399,2001-01-03 14:32:06.715 -0200
0.016144,-0.402374,-0.955124,1.036546,232326.685862,2001-01-03 14:32:06.686 -0200
0.023621,-0.419510,-0.942490,1.031908,232326.656320,2001-01-03 14:32:06.656 -0200
0.016556,-0.410034,-0.939880,1.025562,232326.624829,2001-01-03 14:32:06.625 -0200
0.036835,-0.414902,-0.966644,1.052569,232326.595271,2001-01-03 14:32:06.595 -0200
0.030579,-0.420380,-0.927826,1.019076,232326.565729,2001-01-03 14:32:06.566 -0200
0.029205,-0.408493,-0.923340,1.010087,232326.534215,2001-01-03 14:32:06.534 -0200
0.019226,-0.414093,-0.931625,1.019690,232326.504675,2001-01-03 14:32:06.505 -0200
0.016479,-0.415207,-0.958450,1.044651,232326.475180,2001-01-03 14:32:06.475 -0200
0.020782,-0.416306,-0.967529,1.053497,232326.445622,2001-01-03 14:32:06.446 -0200
0.030548,-0.423294,-0.953674,1.043842,232326.415951,2001-01-03 14:32:06.416 -0200
0.015121,-0.411545,-0.918976,1.007032,232326.384476,2001-01-03 14:32:06.384 -0200
0.015472,-0.415680,-0.935501,1.023812,232326.354896,2001-01-03 14:32:06.355 -0200
0.012909,-0.421127,-0.972473,1.059820,232326.325357,2001-01-03 14:32:06.325 -0200
0.015381,-0.414719,-0.930786,1.019113,232326.295817,2001-01-03 14:32:06.296 -0200
0.018021,-0.428772,-0.914703,1.010372,232326.266272,2001-01-03 14:32:06.266 -0200
0.037415,-0.442337,-0.944321,1.043457,232326.236730,2001-01-03 14:32:06.237 -0200
0.049896,-0.463303,-0.964294,1.070982,232326.207196,2001-01-03 14:32:06.207 -0200
0.044556,-0.429871,-0.945801,1.039862,232326.177646,2001-01-03 14:32:06.178 -0200
0.027191,-0.427429,-0.886749,0.984764,232326.148156,2001-01-03 14:32:06.148 -0200
0.031540,-0.463211,-0.890152,1.003957,232326.118567,2001-01-03 14:32:06.119 -0200
0.081299,-0.477280,-0.931671,1.049960,232326.089031,2001-01-03 14:32:06.089 -0200
0.085602,-0.472229,-0.896988,1.017308,232326.057506,2001-01-03 14:32:06.058 -0200
0.078461,-0.463120,-0.895172,1.010925,232326.027958,2001-01-03 14:32:06.028 -0200
0.061066,-0.454758,-0.912064,1.020977,232325.998416,2001-01-03 14:32:05.998 -0200
0.076355,-0.461365,-0.926682,1.037991,232325.966968,2001-01-03 14:32:05.967 -0200
0.092239,-0.480286,-0.927505,1.048546,232325.937363,2001-01-03 14:32:05.937 -0200
0.135544,-0.478653,-0.916855,1.043122,232325.907812,2001-01-03 14:32:05.908 -0200
0.137161,-0.497910,-0.897049,1.035096,232325.876409,2001-01-03 14:32:05.876 -0200
0.171036,-0.495361,-0.870316,1.015916,232325.846755,2001-01-03 14:32:05.847 -0200
0.209641,-0.500336,-0.866669,1.022448,232325.817210,2001-01-03 14:32:05.817 -0200
0.239319,-0.513275,-0.863312,1.032488,232325.787676,2001-01-03 14:32:05.788 -0200
0.249863,-0.509323,-0.847946,1.020223,232325.758137,2001-01-03 14:32:05.758 -0200
0.249329,-0.512863,-0.843048,1.017803,232325.728601,2001-01-03 14:32:05.729 -0200
0.279373,-0.537155,-0.856995,1.049297,232325.699051,2001-01-03 14:32:05.699 -0200
0.317810,-0.520340,-0.845413,1.042344,232325.669508,2001-01-03 14:32:05.670 -0200
0.244049,-0.551147,-0.836548,1.031085,232325.639967,2001-01-03 14:32:05.640 -0200
0.373383,-0.567169,-0.809311,1.056447,232325.610423,2001-01-03 14:32:05.610 -0200
0.251694,-0.520981,-0.771027,0.963978,232325.580881,2001-01-03 14:32:05.581 -0200
0.264420,-0.536346,-0.840546,1.031553,232325.551334,2001-01-03 14:32:05.551 -0200
0.277817,-0.526749,-0.847794,1.036050,232325.521899,2001-01-03 14:32:05.522 -0200
0.234131,-0.506332,-0.884903,1.046061,232325.492253,2001-01-03 14:32:05.492 -0200
0.193802,-0.500443,-0.870468,1.022603,232325.462776,2001-01-03 14:32:05.463 -0200
0.189728,-0.509491,-0.867203,1.023532,232325.433298,2001-01-03 14:32:05.433 -0200
0.214905,-0.521759,-0.892563,1.055976,232325.403630,2001-01-03 14:32:05.404 -0200
0.199036,-0.507538,-0.893799,1.046941,232325.374090,2001-01-03 14:32:05.374 -0200
0.131149,-0.491074,-0.885529,1.021036,232325.344688,2001-01-03 14:32:05.345 -0200
0.126450,-0.496063,-0.879211,1.017389,232325.315002,2001-01-03 14:32:05.315 -0200
0.155472,-0.501709,-0.880005,1.024838,232325.285569,2001-01-03 14:32:05.286 -0200
0.151093,-0.502060,-0.879242,1.023699,232325.256030,2001-01-03 14:32:05.256 -0200
0.132050,-0.502350,-0.880722,1.022479,232325.226379,2001-01-03 14:32:05.226 -0200
0.144943,-0.504837,-0.889465,1.032965,232325.194925,2001-01-03 14:32:05.195 -0200
0.145920,-0.511719,-0.882660,1.030649,232325.165374,2001-01-03 14:32:05.165 -0200
0.126312,-0.506851,-0.878479,1.022046,232325.135892,2001-01-03 14:32:05.136 -0200
0.149261,-0.510544,-0.882401,1.030323,232325.106244,2001-01-03 14:32:05.106 -0200
0.152023,-0.508469,-0.904312,1.048538,232325.076708,2001-01-03 14:32:05.077 -0200
0.155243,-0.514191,-0.882385,1.033003,232325.047281,2001-01-03 14:32:05.047 -0200
0.131592,-0.497879,-0.889542,1.027854,232325.017717,2001-01-03 14:32:05.018 -0200
0.110413,-0.497147,-0.889847,1.025267,232324.988174,2001-01-03 14:32:04.988 -0200
0.122482,-0.494934,-0.874237,1.012053,232324.958524,2001-01-03 14:32:04.959 -0200
0.113159,-0.499710,-0.895020,1.031298,232324.929045,2001-01-03 14:32:04.929 -0200
0.136047,-0.508484,-0.917023,1.057353,232324.897663,2001-01-03 14:32:04.898 -0200
0.130936,-0.507782,-0.896454,1.038564,232324.867952,2001-01-03 14:32:04.868 -0200
0.120514,-0.498672,-0.870972,1.010836,232324.838507,2001-01-03 14:32:04.839 -0200
0.117569,-0.506668,-0.877731,1.020268,232324.808860,2001-01-03 14:32:04.809 -0200
0.139496,-0.515427,-0.881973,1.031019,232324.779438,2001-01-03 14:32:04.779 -0200
0.124969,-0.503311,-0.873428,1.015784,232324.749889,2001-01-03 14:32:04.750 -0200
0.112839,-0.501495,-0.893906,1.031163,232324.720335,2001-01-03 14:32:04.720 -0200
0.121628,-0.508881,-0.886032,1.028983,232324.688821,2001-01-03 14:32:04.689 -0200
0.124359,-0.499939,-0.895660,1.033253,232324.659180,2001-01-03 14:32:04.659 -0200
0.084702,-0.485199,-0.906998,1.032103,232324.629754,2001-01-03 14:32:04.630 -0200
0.078796,-0.476639,-0.909424,1.029779,232324.600095,2001-01-03 14:32:04.600 -0200
0.078476,-0.478394,-0.932663,1.051132,232324.570677,2001-01-03 14:32:04.571 -0200
0.046310,-0.473251,-0.884048,1.003819,232324.541010,2001-01-03 14:32:04.541 -0200
0.059708,-0.474426,-0.927567,1.043564,232324.511475,2001-01-03 14:32:04.511 -0200
0.055725,-0.469467,-0.929230,1.042580,232324.481988,2001-01-03 14:32:04.482 -0200
0.062881,-0.471100,-0.933655,1.047664,232324.450517,2001-01-03 14:32:04.451 -0200
0.045105,-0.471649,-0.933273,1.046655,232324.420977,2001-01-03 14:32:04.421 -0200
0.037949,-0.464722,-0.904541,1.017645,232324.391345,2001-01-03 14:32:04.391 -0200
0.022583,-0.463089,-0.914062,1.024925,232324.361906,2001-01-03 14:32:04.362 -0200
0.034637,-0.469818,-0.918213,1.032010,232324.330417,2001-01-03 14:32:04.330 -0200
0.022705,-0.457718,-0.925125,1.032414,232324.300866,2001-01-03 14:32:04.301 -0200
0.023376,-0.468399,-0.917938,1.030803,232324.271305,2001-01-03 14:32:04.271 -0200
0.031967,-0.469116,-0.921692,1.034702,232324.241765,2001-01-03 14:32:04.242 -0200
0.020996,-0.457932,-0.923370,1.030900,232324.212150,2001-01-03 14:32:04.212 -0200
0.026871,-0.461349,-0.918808,1.028481,232324.182588,2001-01-03 14:32:04.183 -0200
0.034439,-0.469788,-0.920547,1.034067,232324.153178,2001-01-03 14:32:04.153 -0200
0.031464,-0.462982,-0.915375,1.026281,232324.123610,2001-01-03 14:32:04.124 -0200
0.038651,-0.473785,-0.904800,1.022072,232324.094073,2001-01-03 14:32:04.094 -0200
0.023209,-0.469559,-0.891098,1.007512,232324.064462,2001-01-03 14:32:04.064 -0200
0.027756,-0.473618,-0.931168,1.045063,232324.034887,2001-01-03 14:32:04.035 -0200
0.021484,-0.458527,-0.925919,1.033457,232324.005341,2001-01-03 14:32:04.005 -0200
0.023239,-0.460602,-0.925812,1.034322,232323.975797,2001-01-03 14:32:03.976 -0200
0.007294,-0.476074,-0.910309,1.027308,232323.946256,2001-01-03 14:32:03.946 -0200
0.012955,-0.472504,-0.923676,1.037595,232323.916774,2001-01-03 14:32:03.917 -0200
0.016296,-0.458527,-0.944839,1.050349,232323.887294,2001-01-03 14:32:03.887 -0200
-0.018982,-0.458298,-0.913620,1.022301,232323.857714,2001-01-03 14:32:03.858 -0200
-0.015244,-0.461609,-0.922333,1.031510,232323.828190,2001-01-03 14:32:03.828 -0200
0.002991,-0.454315,-0.916885,1.023274,232323.798545,2001-01-03 14:32:03.799 -0200
-0.017563,-0.445984,-0.888474,0.994281,232323.769039,2001-01-03 14:32:03.769 -0200
-0.048416,-0.436768,-0.930374,1.028934,232323.739456,2001-01-03 14:32:03.739 -0200
-0.027420,-0.455994,-0.953217,1.057026,232323.710023,2001-01-03 14:32:03.710 -0200
-0.033325,-0.453537,-0.928329,1.033732,232323.680480,2001-01-03 14:32:03.680 -0200
-0.041824,-0.447433,-0.903717,1.009282,232323.650830,2001-01-03 14:32:03.651 -0200
-0.022797,-0.458755,-0.941544,1.047607,232323.621289,2001-01-03 14:32:03.621 -0200
-0.025131,-0.457169,-0.968948,1.071679,232323.591848,2001-01-03 14:32:03.592 -0200
-0.041168,-0.446960,-0.956223,1.056329,232323.562302,2001-01-03 14:32:03.562 -0200
-0.052933,-0.433029,-0.885422,0.987060,232323.532664,2001-01-03 14:32:03.533 -0200
-0.028610,-0.455231,-0.915848,1.023147,232323.503160,2001-01-03 14:32:03.503 -0200
-0.014023,-0.490128,-0.960205,1.078154,232323.473663,2001-01-03 14:32:03.474 -0200
-0.052551,-0.451523,-0.869156,0.980850,232323.444126,2001-01-03 14:32:03.444 -0200
-0.054764,-0.436737,-0.915329,1.015660,232323.414473,2001-01-03 14:32:03.414 -0200
-0.075089,-0.451675,-0.996307,1.096484,232323.384929,2001-01-03 14:32:03.385 -0200
-0.091782,-0.462433,-0.920410,1.034129,232323.355538,2001-01-03 14:32:03.356 -0200
-0.054779,-0.443741,-0.847229,0.957969,232323.325942,2001-01-03 14:32:03.326 -0200
-0.049957,-0.423004,-0.945297,1.036829,232323.296291,2001-01-03 14:32:03.296 -0200
-0.069092,-0.443192,-1.014542,1.109273,232323.266799,2001-01-03 14:32:03.267 -0200
-0.054794,-0.501389,-1.010437,1.129325,232323.237210,2001-01-03 14:32:03.237 -0200
-0.055054,-0.473221,-0.871521,0.993236,232323.207663,2001-01-03 14:32:03.208 -0200
-0.118515,-0.388931,-0.765396,0.866686,232323.178115,2001-01-03 14:32:03.178 -0200
-0.155258,-0.397491,-0.825104,0.928925,232323.148575,2001-01-03 14:32:03.149 -0200
-0.181076,-0.532410,-1.005844,1.152376,232323.119033,2001-01-03 14:32:03.119 -0200
-0.118698,-0.503082,-1.081818,1.198962,232323.089486,2001-01-03 14:32:03.089 -0200
-0.028229,-0.441635,-1.095871,1.181851,232323.059942,2001-01-03 14:32:03.060 -0200
-0.130890,-0.427200,-0.804443,0.920196,232323.030379,2001-01-03 14:32:03.030 -0200
-0.192169,-0.453598,-0.876144,1.005141,232323.000871,2001-01-03 14:32:03.001 -0200
-0.186722,-0.425095,-0.901047,1.013635,232322.971327,2001-01-03 14:32:02.971 -0200
-0.140839,-0.454376,-0.919510,1.035274,232322.941788,2001-01-03 14:32:02.942 -0200
-0.146988,-0.503922,-0.946167,1.082023,232322.912241,2001-01-03 14:32:02.912 -0200
-0.215256,-0.435242,-0.844055,0.973755,232322.882698,2001-01-03 14:32:02.883 -0200
-0.283859,-0.440369,-0.762054,0.924785,232322.853149,2001-01-03 14:32:02.853 -0200
-0.396973,-0.540375,-0.892593,1.116385,232322.823607,2001-01-03 14:32:02.824 -0200
-0.279892,-0.473343,-0.907043,1.060717,232322.794064,2001-01-03 14:32:02.794 -0200
-0.291946,-0.255890,-0.819763,0.907041,232322.764525,2001-01-03 14:32:02.765 -0200
-0.305450,-0.352219,-0.846924,0.966767,232322.734974,2001-01-03 14:32:02.735 -0200
-0.333191,-0.511490,-0.925949,1.109063,232322.705428,2001-01-03 14:32:02.705 -0200
-0.303345,-0.384125,-0.856232,0.986257,232322.675882,2001-01-03 14:32:02.676 -0200
-0.243256,-0.363770,-0.863724,0.968256,232322.646329,2001-01-03 14:32:02.646 -0200
-0.245438,-0.374069,-0.948257,1.048503,232322.616786,2001-01-03 14:32:02.617 -0200
-0.171967,-0.417542,-0.952713,1.054313,232322.587238,2001-01-03 14:32:02.587 -0200
-0.143661,-0.444580,-0.913666,1.026195,232322.557693,2001-01-03 14:32:02.558 -0200
-0.142883,-0.411606,-0.908142,1.007252,232322.528147,2001-01-03 14:32:02.528 -0200
-0.195938,-0.404282,-0.948700,1.049699,232322.498604,2001-01-03 14:32:02.499 -0200
-0.188934,-0.424423,-0.966919,1.072736,232322.469063,2001-01-03 14:32:02.469 -0200
-0.202911,-0.400146,-1.018692,1.113114,232322.439523,2001-01-03 14:32:02.440 -0200
-0.261139,-0.371277,-0.994415,1.093116,232322.409980,2001-01-03 14:32:02.410 -0200
-0.311386,-0.365005,-0.881577,1.003677,232322.380432,2001-01-03 14:32:02.380 -0200
-0.222717,-0.367920,-0.924042,1.019226,232322.350884,2001-01-03 14:32:02.351 -0200
-0.189224,-0.406174,-0.882034,0.989327,232322.321379,2001-01-03 14:32:02.321 -0200
-0.179626,-0.393372,-0.796524,0.906343,232322.291810,2001-01-03 14:32:02.292 -0200
-0.180618,-0.441010,-0.819046,0.947602,232322.262248,2001-01-03 14:32:02.262 -0200
-0.175919,-0.371429,-0.907928,0.996615,232322.232705,2001-01-03 14:32:02.233 -0200
-0.239090,-0.501404,-1.060410,1.197096,232322.203158,2001-01-03 14:32:02.203 -0200
-0.196259,-0.506088,-0.972809,1.114002,232322.173614,2001-01-03 14:32:02.174 -0200
-0.250671,-0.477386,-1.003342,1.139047,232322.144068,2001-01-03 14:32:02.144 -0200
-0.233871,-0.425797,-0.966537,1.081755,232322.114520,2001-01-03 14:32:02.115 -0200
-0.105087,-0.274033,-0.967804,1.011327,232322.084969,2001-01-03 14:32:02.085 -0200
-0.371201,-0.484711,-1.116180,1.272239,232322.055431,2001-01-03 14:32:02.055 -0200
-0.494797,-0.449112,-1.329224,1.487737,232322.025886,2001-01-03 14:32:02.026 -0200
0.120926,-0.440857,-0.959427,1.062769,232321.996332,2001-01-03 14:32:01.996 -0200
-0.034927,-0.360580,-0.868729,0.941237,232321.964823,2001-01-03 14:32:01.965 -0200
-0.314056,-0.511230,-0.860596,1.049101,232321.935281,2001-01-03 14:32:01.935 -0200
-0.214264,-0.577789,-0.859375,1.057485,232321.903767,2001-01-03 14:32:01.904 -0200
0.081802,-0.437134,-0.811752,0.925591,232321.874227,2001-01-03 14:32:01.874 -0200
-0.157608,-0.324936,-0.702423,0.789824,232321.844682,2001-01-03 14:32:01.845 -0200
-0.371399,-0.422852,-0.753250,0.940280,232321.815143,2001-01-03 14:32:01.815 -0200
-0.552933,-0.362518,-0.585983,0.883476,232321.785600,2001-01-03 14:32:01.786 -0200
-0.509903,-0.311050,-0.504044,0.781545,232321.756052,2001-01-03 14:32:01.756 -0200
-0.459213,-0.223923,-0.424011,0.663931,232321.726513,2001-01-03 14:32:01.727 -0200
-0.669601,-0.173264,-0.132874,0.704302,232321.696970,2001-01-03 14:32:01.697 -0200
-1.160843,0.082016,0.045532,1.164627,232321.667427,2001-01-03 14:32:01.667 -0200
-1.415421,0.547897,-0.189255,1.529518,232321.637879,2001-01-03 14:32:01.638 -0200
-1.649445,0.972473,-0.750748,2.056695,232321.608325,2001-01-03 14:32:01.608 -0200
-1.675217,0.886902,-1.457458,2.391052,232321.578784,2001-01-03 14:32:01.579 -0200
-2.880905,0.953659,-1.919647,3.590839,232321.549238,2001-01-03 14:32:01.549 -0200
-2.632660,1.437363,-1.990891,3.600077,232321.519689,2001-01-03 14:32:01.520 -0200
-0.323898,1.281281,-3.428757,3.674638,232321.490152,2001-01-03 14:32:01.490 -0200
1.040161,0.261734,-3.410141,3.574843,232321.460606,2001-01-03 14:32:01.461 -0200
0.851471,0.133011,-2.397095,2.547304,232321.431066,2001-01-03 14:32:01.431 -0200
1.292297,0.844757,-4.108307,4.388830,232321.401522,2001-01-03 14:32:01.402 -0200
3.981094,2.999588,-4.054550,6.425420,232321.372052,2001-01-03 14:32:01.372 -0200
3.790909,3.669067,-0.017960,5.275734,232321.342439,2001-01-03 14:32:01.342 -0200
1.953796,4.002136,0.459305,4.477206,232321.310925,2001-01-03 14:32:01.311 -0200
0.662521,3.968018,-0.675125,4.079202,232321.281383,2001-01-03 14:32:01.281 -0200
-0.502243,2.768829,-2.204742,3.574850,232321.251837,2001-01-03 14:32:01.252 -0200
-1.690750,1.679016,-2.269348,3.290543,232321.222288,2001-01-03 14:32:01.222 -0200
-2.784744,1.760727,-1.587326,3.657125,232321.192742,2001-01-03 14:32:01.193 -0200
-3.793732,2.121613,-0.899445,4.438766,232321.163195,2001-01-03 14:32:01.163 -0200
-4.002670,2.479691,0.149124,4.710889,232321.133655,2001-01-03 14:32:01.134 -0200
-4.231857,3.283218,0.320374,5.365704,232321.104122,2001-01-03 14:32:01.104 -0200
-6.332642,3.747574,-0.614609,7.384064,232321.074571,2001-01-03 14:32:01.075 -0200
-4.906174,4.042526,-2.728683,6.917967,232321.045033,2001-01-03 14:32:01.045 -0200
-0.965454,2.906754,-2.400467,3.891473,232321.015497,2001-01-03 14:32:01.015 -0200
-0.135117,1.458466,-3.568970,3.857839,232320.985955,2001-01-03 14:32:00.986 -0200
0.680176,1.756882,-4.341309,4.732466,232320.956416,2001-01-03 14:32:00.956 -0200
2.159088,2.625641,-2.689713,4.334767,232320.926864,2001-01-03 14:32:00.927 -0200
4.101578,2.719666,0.428619,4.939963,232320.897330,2001-01-03 14:32:00.897 -0200
4.905197,2.898743,1.752670,5.961168,232320.867789,2001-01-03 14:32:00.868 -0200
3.547195,3.175217,1.399429,4.962157,232320.838241,2001-01-03 14:32:00.838 -0200
1.751877,2.735687,0.811951,3.348480,232320.808698,2001-01-03 14:32:00.809 -0200
0.097122,1.335388,-0.004471,1.338923,232320.777187,2001-01-03 14:32:00.777 -0200
-0.224197,0.563049,-0.641754,0.882688,232320.747662,2001-01-03 14:32:00.748 -0200
-0.354584,-0.270691,-1.267319,1.343540,232320.718112,2001-01-03 14:32:00.718 -0200
-0.502777,-1.156815,-1.609146,2.044592,232320.688570,2001-01-03 14:32:00.689 -0200
-0.874237,-1.595932,-1.884842,2.619908,232320.659033,2001-01-03 14:32:00.659 -0200
-0.717178,-1.754318,-2.287369,2.970527,232320.629492,2001-01-03 14:32:00.629 -0200
-0.270981,-1.653122,-1.796539,2.456379,232320.599947,2001-01-03 14:32:00.600 -0200
0.627518,-1.497910,-0.752579,1.789940,232320.570409,2001-01-03 14:32:00.570 -0200
0.557480,-1.080933,0.195160,1.231782,232320.540865,2001-01-03 14:32:00.541 -0200
0.789841,-0.906219,-0.302032,1.239478,232320.511315,2001-01-03 14:32:00.511 -0200
0.624939,-0.819763,-0.462631,1.129862,232320.481778,2001-01-03 14:32:00.482 -0200
0.421722,-0.627365,-0.609833,0.971253,232320.452229,2001-01-03 14:32:00.452 -0200
0.465240,-0.523666,-0.814240,1.074086,232320.422691,2001-01-03 14:32:00.423 -0200
0.258636,-0.353928,-0.951965,1.048044,232320.393145,2001-01-03 14:32:00.393 -0200
0.192230,-0.424255,-1.003403,1.106238,232320.363662,2001-01-03 14:32:00.364 -0200
0.120117,-0.330017,-1.093552,1.148562,232320.334058,2001-01-03 14:32:00.334 -0200
0.157455,-0.302948,-1.002884,1.059408,232320.304623,2001-01-03 14:32:00.305 -0200
0.118652,-0.255859,-1.002472,1.041390,232320.275076,2001-01-03 14:32:00.275 -0200
0.060532,-0.160416,-0.960312,0.975498,232320.245533,2001-01-03 14:32:00.246 -0200
0.103531,-0.120132,-0.955490,0.968562,232320.215990,2001-01-03 14:32:00.216 -0200
0.058151,-0.051620,-1.066483,1.069313,232320.186339,2001-01-03 14:32:00.186 -0200
-0.093323,0.027542,-1.118423,1.122648,232320.156794,2001-01-03 14:32:00.157 -0200
-0.080811,0.075409,-1.122864,1.128291,232320.127251,2001-01-03 14:32:00.127 -0200
-0.045761,0.093857,-1.227890,1.232322,232320.097705,2001-01-03 14:32:00.098 -0200
-0.029755,0.105148,-1.175964,1.181031,232320.068157,2001-01-03 14:32:00.068 -0200
-0.071838,0.129745,-1.204437,1.213534,232320.038613,2001-01-03 14:32:00.039 -0200
-0.120834,0.129074,-1.172485,1.185742,232320.009069,2001-01-03 14:32:00.009 -0200
-0.241837,0.199005,-1.149689,1.191584,232319.979562,2001-01-03 14:31:59.980 -0200
-0.171677,0.189148,-1.196426,1.223391,232319.949977,2001-01-03 14:31:59.950 -0200
-0.147934,0.104095,-1.186844,1.200549,232319.920434,2001-01-03 14:31:59.920 -0200
-0.185211,0.120132,-1.035446,1.058718,232319.890883,2001-01-03 14:31:59.891 -0200
-0.206772,0.098618,-1.012604,1.038194,232319.861336,2001-01-03 14:31:59.861 -0200
-0.203903,0.057968,-1.041534,1.062888,232319.831791,2001-01-03 14:31:59.832 -0200
-0.180405,-0.020599,-0.923035,0.940725,232319.802243,2001-01-03 14:31:59.802 -0200
-0.100906,-0.083588,-0.841553,0.851692,232319.772696,2001-01-03 14:31:59.773 -0200
-0.159393,-0.162674,-0.907181,0.935332,232319.743148,2001-01-03 14:31:59.743 -0200
-0.085297,-0.248550,-0.821640,0.862638,232319.713606,2001-01-03 14:31:59.714 -0200
0.071213,-0.335831,-0.757629,0.831779,232319.684061,2001-01-03 14:31:59.684 -0200
0.063217,-0.402802,-0.774078,0.874896,232319.654511,2001-01-03 14:31:59.655 -0200
0.069611,-0.408325,-0.869720,0.963322,232319.624981,2001-01-03 14:31:59.625 -0200
0.039169,-0.422318,-0.885895,0.982189,232319.595419,2001-01-03 14:31:59.595 -0200
0.031921,-0.431030,-0.905609,1.003461,232319.565980,2001-01-03 14:31:59.566 -0200
0.042404,-0.404068,-0.958786,1.041316,232319.536437,2001-01-03 14:31:59.536 -0200
-0.022232,-0.408859,-0.940414,1.025690,232319.506890,2001-01-03 14:31:59.507 -0200
-0.014694,-0.394958,-0.949432,1.028411,232319.475300,2001-01-03 14:31:59.475 -0200
0.018845,-0.432037,-0.922958,1.019247,232319.445825,2001-01-03 14:31:59.446 -0200
0.014175,-0.431778,-0.923065,1.019158,232319.412336,2001-01-03 14:31:59.412 -0200
0.022034,-0.436234,-0.934143,1.031217,232319.382788,2001-01-03 14:31:59.383 -0200
0.030365,-0.435364,-0.941254,1.037508,232319.353239,2001-01-03 14:31:59.353 -0200
-0.001984,-0.428253,-0.922424,1.016991,232319.323707,2001-01-03 14:31:59.324 -0200
-0.026031,-0.429642,-0.909805,1.006487,232319.294035,2001-01-03 14:31:59.294 -0200
0.036896,-0.446548,-0.946518,1.047217,232319.262626,2001-01-03 14:31:59.263 -0200
